GEOID,UNWEIGHTED SAMPLE COUNT OF THE POPULATION: Total: Total population -- (Estimate),UNWEIGHTED SAMPLE COUNT OF THE POPULATION: Total: Total population -- (Margin of Error),UNWEIGHTED SAMPLE HOUSING UNITS: Total: Housing units -- (Estimate),UNWEIGHTED SAMPLE HOUSING UNITS: Total: Housing units -- (Margin of Error)
15000US060373117005,56.0,-1.0,21.0,-1.0
15000US060373117006,47.0,-1.0,21.0,-1.0
15000US060373118011,119.0,-1.0,45.0,-1.0
15000US060373118012,134.0,-1.0,66.0,-1.0
15000US060373118021,118.0,-1.0,52.0,-1.0
15000US060373118022,125.0,-1.0,61.0,-1.0
15000US060373200001,0.0,-1.0,0.0,-1.0
15000US060373201001,181.0,-1.0,51.0,-1.0
15000US060373201002,120.0,-1.0,26.0,-1.0
15000US060373201003,162.0,-1.0,41.0,-1.0
15000US060373201004,119.0,-1.0,27.0,-1.0
15000US060373202011,73.0,-1.0,23.0,-1.0
15000US060373202012,90.0,-1.0,36.0,-1.0
15000US060373202013,62.0,-1.0,18.0,-1.0
15000US060373202021,168.0,-1.0,44.0,-1.0
15000US060373202022,131.0,-1.0,40.0,-1.0
15000US060373202023,61.0,-1.0,19.0,-1.0
15000US060373202024,58.0,-1.0,18.0,-1.0
15000US060373203001,149.0,-1.0,52.0,-1.0
15000US060373203002,58.0,-1.0,17.0,-1.0
15000US060373203003,54.0,-1.0,16.0,-1.0
15000US060373203004,55.0,-1.0,19.0,-1.0
15000US060373203005,53.0,-1.0,16.0,-1.0
15000US060373203006,91.0,-1.0,25.0,-1.0
15000US060374002041,178.0,-1.0,66.0,-1.0
15000US060374002042,77.0,-1.0,28.0,-1.0
15000US060374002043,103.0,-1.0,36.0,-1.0
15000US060374002051,295.0,-1.0,97.0,-1.0
15000US060374002061,253.0,-1.0,93.0,-1.0
15000US060374002062,262.0,-1.0,97.0,-1.0
15000US060374002071,121.0,-1.0,43.0,-1.0
15000US060374002072,196.0,-1.0,68.0,-1.0
15000US060374002073,113.0,-1.0,37.0,-1.0
15000US060374002074,0.0,-1.0,0.0,-1.0
15000US060374003021,124.0,-1.0,44.0,-1.0
15000US060374003022,161.0,-1.0,67.0,-1.0
15000US060374003041,148.0,-1.0,46.0,-1.0
15000US060374003042,74.0,-1.0,27.0,-1.0
15000US060374003043,62.0,-1.0,25.0,-1.0
15000US060374003044,92.0,-1.0,33.0,-1.0
15000US060374004021,198.0,-1.0,70.0,-1.0
15000US060374004022,162.0,-1.0,55.0,-1.0
15000US060374004031,164.0,-1.0,66.0,-1.0
15000US060374004032,177.0,-1.0,57.0,-1.0
15000US060374004041,187.0,-1.0,61.0,-1.0
15000US060374004042,91.0,-1.0,34.0,-1.0
15000US060374004043,130.0,-1.0,49.0,-1.0
15000US060374005011,318.0,-1.0,112.0,-1.0
15000US060374006021,113.0,-1.0,36.0,-1.0
15000US060374006022,119.0,-1.0,44.0,-1.0
15000US060374006023,120.0,-1.0,44.0,-1.0
15000US060374006031,367.0,-1.0,136.0,-1.0
15000US060374006032,112.0,-1.0,50.0,-1.0
15000US060374006041,98.0,-1.0,45.0,-1.0
15000US060374006042,174.0,-1.0,60.0,-1.0
15000US060374008001,731.0,-1.0,155.0,-1.0
15000US060374009001,71.0,-1.0,25.0,-1.0
15000US060374009002,163.0,-1.0,61.0,-1.0
15000US060374009003,107.0,-1.0,41.0,-1.0
15000US060374010011,131.0,-1.0,47.0,-1.0
15000US060374010012,63.0,-1.0,23.0,-1.0
15000US060374010013,94.0,-1.0,37.0,-1.0
15000US060374010021,89.0,-1.0,33.0,-1.0
15000US060374010022,133.0,-1.0,61.0,-1.0
15000US060374010023,111.0,-1.0,50.0,-1.0
15000US060374011011,58.0,-1.0,16.0,-1.0
15000US060374011012,92.0,-1.0,31.0,-1.0
15000US060374011013,47.0,-1.0,19.0,-1.0
15000US060374011014,79.0,-1.0,35.0,-1.0
15000US060374011021,86.0,-1.0,36.0,-1.0
15000US060374011022,85.0,-1.0,40.0,-1.0
15000US060374011023,81.0,-1.0,24.0,-1.0
15000US060374012011,122.0,-1.0,45.0,-1.0
15000US060374012012,153.0,-1.0,48.0,-1.0
15000US060374012021,118.0,-1.0,39.0,-1.0
15000US060374012022,98.0,-1.0,33.0,-1.0
15000US060374012023,181.0,-1.0,61.0,-1.0
15000US060374012031,218.0,-1.0,69.0,-1.0
15000US060374012032,235.0,-1.0,76.0,-1.0
15000US060374013031,320.0,-1.0,115.0,-1.0
15000US060374013041,168.0,-1.0,58.0,-1.0
15000US060374013042,6.0,-1.0,3.0,-1.0
15000US060374013043,100.0,-1.0,34.0,-1.0
15000US060374013044,41.0,-1.0,16.0,-1.0
15000US060374013111,70.0,-1.0,31.0,-1.0
15000US060374013112,60.0,-1.0,31.0,-1.0
15000US060374013113,53.0,-1.0,21.0,-1.0
15000US060374013114,75.0,-1.0,32.0,-1.0
15000US060374013121,136.0,-1.0,53.0,-1.0
15000US060374013122,203.0,-1.0,55.0,-1.0
15000US060374015001,247.0,-1.0,80.0,-1.0
15000US060374015002,220.0,-1.0,56.0,-1.0
15000US060374015003,76.0,-1.0,24.0,-1.0
15000US060374016011,47.0,-1.0,31.0,-1.0
15000US060374016012,137.0,-1.0,64.0,-1.0
15000US060374016013,117.0,-1.0,40.0,-1.0
15000US060374016021,264.0,-1.0,90.0,-1.0
15000US060374016022,121.0,-1.0,44.0,-1.0
15000US060374016023,100.0,-1.0,39.0,-1.0
15000US060374016031,155.0,-1.0,64.0,-1.0
15000US060374016032,98.0,-1.0,57.0,-1.0
15000US060374017011,132.0,-1.0,53.0,-1.0
15000US060374017012,278.0,-1.0,111.0,-1.0
15000US060374017031,155.0,-1.0,68.0,-1.0
15000US060374017032,174.0,-1.0,57.0,-1.0
15000US060374017041,174.0,-1.0,45.0,-1.0
15000US060374017042,122.0,-1.0,36.0,-1.0
15000US060374017043,192.0,-1.0,97.0,-1.0
15000US060374018001,123.0,-1.0,57.0,-1.0
15000US060374018002,144.0,-1.0,52.0,-1.0
15000US060374018003,247.0,-1.0,55.0,-1.0
15000US060374019011,285.0,-1.0,20.0,-1.0
15000US060374019012,486.0,-1.0,5.0,-1.0
15000US060374019021,65.0,-1.0,31.0,-1.0
15000US060374019022,105.0,-1.0,61.0,-1.0
15000US060374019023,68.0,-1.0,30.0,-1.0
15000US060374019024,82.0,-1.0,33.0,-1.0
15000US060374020011,142.0,-1.0,55.0,-1.0
15000US060374020012,93.0,-1.0,33.0,-1.0
15000US060374020021,183.0,-1.0,49.0,-1.0
15000US060374020022,71.0,-1.0,38.0,-1.0
15000US060374020023,103.0,-1.0,44.0,-1.0
15000US060374021011,182.0,-1.0,45.0,-1.0
15000US060374021012,102.0,-1.0,24.0,-1.0
15000US060374021013,97.0,-1.0,24.0,-1.0
15000US060374021021,165.0,-1.0,54.0,-1.0
15000US060374021022,149.0,-1.0,41.0,-1.0
15000US060374021023,47.0,-1.0,16.0,-1.0
15000US060374022001,129.0,-1.0,39.0,-1.0
15000US060374022002,189.0,-1.0,34.0,-1.0
15000US060374022003,109.0,-1.0,42.0,-1.0
15000US060374023011,231.0,-1.0,61.0,-1.0
15000US060374023012,231.0,-1.0,56.0,-1.0
15000US060374023031,145.0,-1.0,31.0,-1.0
15000US060374023032,75.0,-1.0,25.0,-1.0
15000US060374023033,73.0,-1.0,20.0,-1.0
15000US060374023034,70.0,-1.0,23.0,-1.0
15000US060374023041,253.0,-1.0,69.0,-1.0
15000US060374023042,199.0,-1.0,55.0,-1.0
15000US060374024021,47.0,-1.0,15.0,-1.0
15000US060374024022,60.0,-1.0,14.0,-1.0
15000US060374024023,99.0,-1.0,31.0,-1.0
15000US060374024024,111.0,-1.0,44.0,-1.0
15000US060374024031,59.0,-1.0,15.0,-1.0
15000US060374024032,542.0,-1.0,74.0,-1.0
15000US060374024041,,,,
15000US060374024051,106.0,-1.0,26.0,-1.0
15000US060374024052,101.0,-1.0,21.0,-1.0
15000US060374024053,155.0,-1.0,39.0,-1.0
15000US060374024061,137.0,-1.0,39.0,-1.0
15000US060374024062,226.0,-1.0,66.0,-1.0
15000US060374025011,156.0,-1.0,45.0,-1.0
15000US060374025012,229.0,-1.0,58.0,-1.0
15000US060374025021,91.0,-1.0,23.0,-1.0
15000US060374025022,382.0,-1.0,112.0,-1.0
15000US060374026001,30.0,-1.0,7.0,-1.0
15000US060374026002,81.0,-1.0,23.0,-1.0
15000US060374026003,72.0,-1.0,25.0,-1.0
15000US060374026004,64.0,-1.0,31.0,-1.0
15000US060374026005,74.0,-1.0,28.0,-1.0
15000US060374027021,186.0,-1.0,52.0,-1.0
15000US060374027022,89.0,-1.0,28.0,-1.0
15000US060374027023,48.0,-1.0,21.0,-1.0
15000US060374027024,141.0,-1.0,40.0,-1.0
15000US060374027031,191.0,-1.0,63.0,-1.0
15000US060374027032,189.0,-1.0,56.0,-1.0
15000US060374027051,149.0,-1.0,46.0,-1.0
15000US060374027052,308.0,-1.0,82.0,-1.0
15000US060374027061,212.0,-1.0,60.0,-1.0
15000US060374027062,142.0,-1.0,34.0,-1.0
15000US060374027063,128.0,-1.0,37.0,-1.0
15000US060374028011,133.0,-1.0,35.0,-1.0
15000US060374028012,96.0,-1.0,22.0,-1.0
15000US060374028013,87.0,-1.0,23.0,-1.0
15000US060374028031,165.0,-1.0,41.0,-1.0
15000US060374028032,219.0,-1.0,59.0,-1.0
15000US060374028041,224.0,-1.0,51.0,-1.0
15000US060374028042,322.0,-1.0,86.0,-1.0
15000US060374029021,212.0,-1.0,60.0,-1.0
15000US060374029022,344.0,-1.0,71.0,-1.0
15000US060374029031,461.0,-1.0,118.0,-1.0
15000US060374029041,184.0,-1.0,46.0,-1.0
15000US060374029042,241.0,-1.0,64.0,-1.0
15000US060374030001,181.0,-1.0,48.0,-1.0
15000US060374030002,96.0,-1.0,20.0,-1.0
15000US060374030003,136.0,-1.0,41.0,-1.0
15000US060374032001,113.0,-1.0,0.0,-1.0
15000US060374033031,367.0,-1.0,121.0,-1.0
15000US060374033041,178.0,-1.0,71.0,-1.0
15000US060374033042,247.0,-1.0,83.0,-1.0
15000US060374033051,291.0,-1.0,96.0,-1.0
15000US060374033121,175.0,-1.0,60.0,-1.0
15000US060374033122,148.0,-1.0,50.0,-1.0
15000US060374033123,83.0,-1.0,31.0,-1.0
15000US060374033161,127.0,-1.0,47.0,-1.0
15000US060374033162,164.0,-1.0,61.0,-1.0
15000US060374033163,88.0,-1.0,31.0,-1.0
15000US060374033171,217.0,-1.0,76.0,-1.0
15000US060374033172,89.0,-1.0,27.0,-1.0
15000US060374033173,57.0,-1.0,20.0,-1.0
15000US060374033181,120.0,-1.0,39.0,-1.0
15000US060374033182,187.0,-1.0,65.0,-1.0
15000US060374033183,200.0,-1.0,63.0,-1.0
15000US060374033184,99.0,-1.0,33.0,-1.0
15000US060374033191,158.0,-1.0,59.0,-1.0
15000US060374033192,213.0,-1.0,86.0,-1.0
15000US060374033201,214.0,-1.0,76.0,-1.0
15000US060374033202,257.0,-1.0,86.0,-1.0
15000US060374033211,263.0,-1.0,83.0,-1.0
15000US060374033212,196.0,-1.0,65.0,-1.0
15000US060374033213,76.0,-1.0,34.0,-1.0
15000US060374033221,156.0,-1.0,56.0,-1.0
15000US060374033222,164.0,-1.0,56.0,-1.0
15000US060374033231,167.0,-1.0,59.0,-1.0
15000US060374033232,176.0,-1.0,59.0,-1.0
15000US060374033233,135.0,-1.0,54.0,-1.0
15000US060374033241,55.0,-1.0,20.0,-1.0
15000US060374033242,99.0,-1.0,32.0,-1.0
15000US060374033243,158.0,-1.0,48.0,-1.0
15000US060374033244,37.0,-1.0,17.0,-1.0
15000US060374033251,233.0,-1.0,81.0,-1.0
15000US060374033252,116.0,-1.0,37.0,-1.0
15000US060374033253,47.0,-1.0,17.0,-1.0
15000US060374034011,116.0,-1.0,34.0,-1.0
15000US060374034012,95.0,-1.0,31.0,-1.0
15000US060374034013,210.0,-1.0,72.0,-1.0
15000US060374034021,319.0,-1.0,110.0,-1.0
15000US060374034022,190.0,-1.0,53.0,-1.0
15000US060374034031,213.0,-1.0,66.0,-1.0
15000US060374034032,148.0,-1.0,51.0,-1.0
15000US060374034033,116.0,-1.0,39.0,-1.0
15000US060374034041,159.0,-1.0,52.0,-1.0
15000US060374034042,232.0,-1.0,72.0,-1.0
15000US060374034051,285.0,-1.0,94.0,-1.0
15000US060374034061,387.0,-1.0,120.0,-1.0
15000US060374034071,132.0,-1.0,45.0,-1.0
15000US060374034072,151.0,-1.0,61.0,-1.0
15000US060374034081,82.0,-1.0,23.0,-1.0
15000US060374034082,74.0,-1.0,26.0,-1.0
15000US060374034083,192.0,-1.0,69.0,-1.0
15000US060374034084,88.0,-1.0,27.0,-1.0
15000US060374034085,102.0,-1.0,33.0,-1.0
15000US060374035001,244.0,-1.0,89.0,-1.0
15000US060374036001,114.0,-1.0,41.0,-1.0
15000US060374036002,25.0,-1.0,12.0,-1.0
15000US060374036003,81.0,-1.0,31.0,-1.0
15000US060374036004,111.0,-1.0,38.0,-1.0
15000US060374037021,132.0,-1.0,40.0,-1.0
15000US060374037022,179.0,-1.0,61.0,-1.0
15000US060374037031,160.0,-1.0,58.0,-1.0
15000US060374037032,223.0,-1.0,77.0,-1.0
15000US060374037033,43.0,-1.0,17.0,-1.0
15000US060374037211,87.0,-1.0,35.0,-1.0
15000US060374037212,159.0,-1.0,56.0,-1.0
15000US060374037213,77.0,-1.0,28.0,-1.0
15000US060374037214,60.0,-1.0,19.0,-1.0
15000US060374037221,186.0,-1.0,60.0,-1.0
15000US060374037222,70.0,-1.0,21.0,-1.0
15000US060374037223,213.0,-1.0,75.0,-1.0
15000US060374038011,198.0,-1.0,74.0,-1.0
15000US060374038012,124.0,-1.0,43.0,-1.0
15000US060374038013,50.0,-1.0,16.0,-1.0
15000US060374038014,108.0,-1.0,28.0,-1.0
15000US060374038021,160.0,-1.0,58.0,-1.0
15000US060374038022,84.0,-1.0,31.0,-1.0
15000US060374038023,260.0,-1.0,84.0,-1.0
15000US060374039011,129.0,-1.0,38.0,-1.0
15000US060374039012,120.0,-1.0,37.0,-1.0
15000US060374039013,134.0,-1.0,43.0,-1.0
15000US060374039021,157.0,-1.0,54.0,-1.0
15000US060374039022,54.0,-1.0,20.0,-1.0
15000US060374039023,177.0,-1.0,45.0,-1.0
15000US060374040001,74.0,-1.0,19.0,-1.0
15000US060374040002,101.0,-1.0,31.0,-1.0
15000US060374040003,81.0,-1.0,21.0,-1.0
15000US060374040004,142.0,-1.0,49.0,-1.0
15000US060374041001,71.0,-1.0,22.0,-1.0
15000US060374041002,155.0,-1.0,29.0,-1.0
15000US060374041003,146.0,-1.0,46.0,-1.0
15000US060374041004,77.0,-1.0,21.0,-1.0
15000US060374042011,165.0,-1.0,50.0,-1.0
15000US060374042012,133.0,-1.0,39.0,-1.0
15000US060374042021,321.0,-1.0,65.0,-1.0
15000US060374042022,206.0,-1.0,57.0,-1.0
15000US060374043011,137.0,-1.0,37.0,-1.0
15000US060374043012,117.0,-1.0,34.0,-1.0
15000US060374043013,106.0,-1.0,34.0,-1.0
15000US060374043014,79.0,-1.0,28.0,-1.0
15000US060374043021,159.0,-1.0,48.0,-1.0
15000US060374043022,108.0,-1.0,29.0,-1.0
15000US060374044011,121.0,-1.0,38.0,-1.0
15000US060374044012,200.0,-1.0,50.0,-1.0
15000US060374044013,160.0,-1.0,47.0,-1.0
15000US060374044021,142.0,-1.0,36.0,-1.0
15000US060374044022,97.0,-1.0,27.0,-1.0
15000US060374044023,69.0,-1.0,21.0,-1.0
15000US060374044024,85.0,-1.0,24.0,-1.0
15000US060374045011,276.0,-1.0,81.0,-1.0
15000US060374045031,390.0,-1.0,109.0,-1.0
15000US060374045041,211.0,-1.0,60.0,-1.0
15000US060374045042,143.0,-1.0,50.0,-1.0
15000US060374046001,290.0,-1.0,99.0,-1.0
15000US060374046002,57.0,-1.0,17.0,-1.0
15000US060374047011,224.0,-1.0,55.0,-1.0
15000US060374047012,107.0,-1.0,26.0,-1.0
15000US060374047013,45.0,-1.0,15.0,-1.0
15000US060374047014,55.0,-1.0,14.0,-1.0
15000US060374047021,183.0,-1.0,44.0,-1.0
15000US060374047022,153.0,-1.0,41.0,-1.0
15000US060374047023,80.0,-1.0,29.0,-1.0
15000US060374047031,62.0,-1.0,15.0,-1.0
15000US060374047032,361.0,-1.0,89.0,-1.0
15000US060374048011,149.0,-1.0,40.0,-1.0
15000US060374048012,137.0,-1.0,34.0,-1.0
15000US060374048013,130.0,-1.0,37.0,-1.0
15000US060374048014,146.0,-1.0,40.0,-1.0
15000US060374048021,145.0,-1.0,45.0,-1.0
15000US060374048022,133.0,-1.0,35.0,-1.0
15000US060374048031,171.0,-1.0,52.0,-1.0
15000US060374049011,97.0,-1.0,29.0,-1.0
15000US060374049012,137.0,-1.0,35.0,-1.0
15000US060374049013,146.0,-1.0,38.0,-1.0
15000US060374049021,257.0,-1.0,59.0,-1.0
15000US060374049022,298.0,-1.0,79.0,-1.0
15000US060374049031,123.0,-1.0,28.0,-1.0
15000US060374049032,217.0,-1.0,62.0,-1.0
15000US060374050011,238.0,-1.0,63.0,-1.0
15000US060374050012,108.0,-1.0,28.0,-1.0
15000US060374050013,117.0,-1.0,28.0,-1.0
15000US060374050021,239.0,-1.0,58.0,-1.0
15000US060374050022,114.0,-1.0,31.0,-1.0
15000US060374051011,150.0,-1.0,42.0,-1.0
15000US060374051012,141.0,-1.0,40.0,-1.0
15000US060374051013,68.0,-1.0,14.0,-1.0
15000US060374051021,201.0,-1.0,67.0,-1.0
15000US060374051022,161.0,-1.0,50.0,-1.0
15000US060374052011,104.0,-1.0,33.0,-1.0
15000US060374052012,138.0,-1.0,42.0,-1.0
15000US060374052013,109.0,-1.0,31.0,-1.0
15000US060374052021,81.0,-1.0,21.0,-1.0
15000US060374052022,280.0,-1.0,75.0,-1.0
15000US060374052031,416.0,-1.0,101.0,-1.0
15000US060374053011,134.0,-1.0,49.0,-1.0
15000US060374053012,128.0,-1.0,33.0,-1.0
15000US060374053021,118.0,-1.0,34.0,-1.0
15000US060374053022,89.0,-1.0,24.0,-1.0
15000US060374053023,62.0,-1.0,18.0,-1.0
15000US060374053024,91.0,-1.0,31.0,-1.0
15000US060374053025,52.0,-1.0,16.0,-1.0
15000US060374054001,89.0,-1.0,25.0,-1.0
15000US060374054002,106.0,-1.0,26.0,-1.0
15000US060374054003,99.0,-1.0,24.0,-1.0
15000US060374054004,90.0,-1.0,24.0,-1.0
15000US060374055001,45.0,-1.0,13.0,-1.0
15000US060374055002,120.0,-1.0,36.0,-1.0
15000US060374055003,94.0,-1.0,34.0,-1.0
15000US060374055004,86.0,-1.0,26.0,-1.0
15000US060374055005,112.0,-1.0,37.0,-1.0
15000US060374055006,79.0,-1.0,27.0,-1.0
15000US060374056001,114.0,-1.0,44.0,-1.0
15000US060374056002,82.0,-1.0,25.0,-1.0
15000US060374056003,70.0,-1.0,21.0,-1.0
15000US060374056004,55.0,-1.0,20.0,-1.0
15000US060374056005,106.0,-1.0,35.0,-1.0
15000US060374057011,83.0,-1.0,25.0,-1.0
15000US060374057012,63.0,-1.0,24.0,-1.0
15000US060374057013,84.0,-1.0,29.0,-1.0
15000US060374057021,146.0,-1.0,45.0,-1.0
15000US060374057022,214.0,-1.0,67.0,-1.0
15000US060374058001,111.0,-1.0,39.0,-1.0
15000US060374058002,134.0,-1.0,38.0,-1.0
15000US060374058003,162.0,-1.0,47.0,-1.0
15000US060374059001,169.0,-1.0,56.0,-1.0
15000US060374059002,173.0,-1.0,61.0,-1.0
15000US060374060001,112.0,-1.0,39.0,-1.0
15000US060374060002,142.0,-1.0,49.0,-1.0
15000US060374060003,87.0,-1.0,28.0,-1.0
15000US060374060004,88.0,-1.0,33.0,-1.0
15000US060374061011,95.0,-1.0,34.0,-1.0
15000US060374061012,121.0,-1.0,45.0,-1.0
15000US060374061013,97.0,-1.0,32.0,-1.0
15000US060374061021,93.0,-1.0,46.0,-1.0
15000US060374061022,49.0,-1.0,16.0,-1.0
15000US060374061023,86.0,-1.0,26.0,-1.0
15000US060374061024,82.0,-1.0,32.0,-1.0
15000US060374062001,172.0,-1.0,41.0,-1.0
15000US060374062002,146.0,-1.0,54.0,-1.0
15000US060374062003,226.0,-1.0,81.0,-1.0
15000US060374063001,182.0,-1.0,60.0,-1.0
15000US060374063002,271.0,-1.0,94.0,-1.0
15000US060374064021,109.0,-1.0,34.0,-1.0
15000US060374064022,110.0,-1.0,34.0,-1.0
15000US060374064023,107.0,-1.0,29.0,-1.0
15000US060374064111,150.0,-1.0,39.0,-1.0
15000US060374064112,153.0,-1.0,45.0,-1.0
15000US060374064121,139.0,-1.0,57.0,-1.0
15000US060374064122,207.0,-1.0,68.0,-1.0
15000US060374065001,94.0,-1.0,29.0,-1.0
15000US060374065002,126.0,-1.0,43.0,-1.0
15000US060374065003,124.0,-1.0,43.0,-1.0
15000US060374065004,72.0,-1.0,21.0,-1.0
15000US060374065005,92.0,-1.0,30.0,-1.0
15000US060374066011,160.0,-1.0,54.0,-1.0
15000US060374066012,159.0,-1.0,50.0,-1.0
15000US060374066013,130.0,-1.0,42.0,-1.0
15000US060374066021,98.0,-1.0,33.0,-1.0
15000US060374066022,52.0,-1.0,15.0,-1.0
15000US060374066023,95.0,-1.0,29.0,-1.0
15000US060374066024,206.0,-1.0,48.0,-1.0
15000US060374067011,204.0,-1.0,62.0,-1.0
15000US060374067012,171.0,-1.0,41.0,-1.0
15000US060374067013,105.0,-1.0,34.0,-1.0
15000US060374067021,98.0,-1.0,27.0,-1.0
15000US060374067022,176.0,-1.0,55.0,-1.0
15000US060374067023,160.0,-1.0,48.0,-1.0
15000US060374067024,77.0,-1.0,26.0,-1.0
15000US060374068001,138.0,-1.0,28.0,-1.0
15000US060374068002,185.0,-1.0,60.0,-1.0
15000US060374068003,135.0,-1.0,48.0,-1.0
15000US060374069011,84.0,-1.0,21.0,-1.0
15000US060374069012,138.0,-1.0,41.0,-1.0
15000US060374069013,136.0,-1.0,40.0,-1.0
15000US060374069021,217.0,-1.0,70.0,-1.0
15000US060374069022,101.0,-1.0,27.0,-1.0
15000US060374069023,105.0,-1.0,28.0,-1.0
15000US060374070011,95.0,-1.0,24.0,-1.0
15000US060374070012,181.0,-1.0,41.0,-1.0
15000US060374070013,180.0,-1.0,41.0,-1.0
15000US060374070021,245.0,-1.0,63.0,-1.0
15000US060374070022,208.0,-1.0,46.0,-1.0
15000US060374071011,76.0,-1.0,17.0,-1.0
15000US060374071012,65.0,-1.0,14.0,-1.0
15000US060374071013,86.0,-1.0,23.0,-1.0
15000US060374071014,117.0,-1.0,29.0,-1.0
15000US060374071021,117.0,-1.0,28.0,-1.0
15000US060374071022,221.0,-1.0,51.0,-1.0
15000US060374071023,118.0,-1.0,31.0,-1.0
15000US060374072001,123.0,-1.0,28.0,-1.0
15000US060374072002,109.0,-1.0,25.0,-1.0
15000US060374072003,109.0,-1.0,28.0,-1.0
15000US060374072004,64.0,-1.0,18.0,-1.0
15000US060374072005,102.0,-1.0,28.0,-1.0
15000US060374073011,82.0,-1.0,23.0,-1.0
15000US060374073012,62.0,-1.0,19.0,-1.0
15000US060374073013,70.0,-1.0,18.0,-1.0
15000US060374073014,68.0,-1.0,16.0,-1.0
15000US060374073021,170.0,-1.0,41.0,-1.0
15000US060374073022,133.0,-1.0,30.0,-1.0
15000US060374073023,135.0,-1.0,32.0,-1.0
15000US060374074001,301.0,-1.0,86.0,-1.0
15000US060374075011,251.0,-1.0,67.0,-1.0
15000US060374075012,129.0,-1.0,32.0,-1.0
15000US060374075013,130.0,-1.0,35.0,-1.0
15000US060374075021,154.0,-1.0,36.0,-1.0
15000US060374075022,166.0,-1.0,47.0,-1.0
15000US060374075023,138.0,-1.0,32.0,-1.0
15000US060374076011,157.0,-1.0,37.0,-1.0
15000US060374076012,108.0,-1.0,37.0,-1.0
15000US060374076013,48.0,-1.0,18.0,-1.0
15000US060374076021,164.0,-1.0,40.0,-1.0
15000US060374076022,114.0,-1.0,30.0,-1.0
15000US060374076023,105.0,-1.0,27.0,-1.0
15000US060374076024,108.0,-1.0,29.0,-1.0
15000US060374077011,110.0,-1.0,36.0,-1.0
15000US060374077012,160.0,-1.0,40.0,-1.0
15000US060374077013,77.0,-1.0,18.0,-1.0
15000US060374077021,267.0,-1.0,71.0,-1.0
15000US060374077022,175.0,-1.0,42.0,-1.0
15000US060374077023,135.0,-1.0,35.0,-1.0
15000US060374078011,121.0,-1.0,27.0,-1.0
15000US060374078012,175.0,-1.0,40.0,-1.0
15000US060374078013,145.0,-1.0,34.0,-1.0
15000US060374078021,294.0,-1.0,74.0,-1.0
15000US060374078022,225.0,-1.0,48.0,-1.0
15000US060374079001,413.0,-1.0,115.0,-1.0
15000US060374079002,97.0,-1.0,21.0,-1.0
15000US060374080031,137.0,-1.0,35.0,-1.0
15000US060374080032,199.0,-1.0,69.0,-1.0
15000US060374080041,275.0,-1.0,112.0,-1.0
15000US060374080051,136.0,-1.0,50.0,-1.0
15000US060374080052,154.0,-1.0,52.0,-1.0
15000US060374080053,126.0,-1.0,51.0,-1.0
15000US060374080061,315.0,-1.0,97.0,-1.0
15000US060374081331,129.0,-1.0,37.0,-1.0
15000US060374081332,228.0,-1.0,71.0,-1.0
15000US060374081333,131.0,-1.0,37.0,-1.0
15000US060374081341,367.0,-1.0,121.0,-1.0
15000US060374081351,232.0,-1.0,72.0,-1.0
15000US060374081352,81.0,-1.0,38.0,-1.0
15000US060374081361,161.0,-1.0,47.0,-1.0
15000US060374081362,160.0,-1.0,47.0,-1.0
15000US060374081371,229.0,-1.0,82.0,-1.0
15000US060374081372,142.0,-1.0,52.0,-1.0
15000US060374081381,118.0,-1.0,29.0,-1.0
15000US060374081382,305.0,-1.0,73.0,-1.0
15000US060374081391,199.0,-1.0,52.0,-1.0
15000US060374081392,267.0,-1.0,59.0,-1.0
15000US060374081401,252.0,-1.0,74.0,-1.0
15000US060374081402,161.0,-1.0,33.0,-1.0
15000US060374081411,295.0,-1.0,80.0,-1.0
15000US060374081412,76.0,-1.0,15.0,-1.0
15000US060374082021,163.0,-1.0,34.0,-1.0
15000US060374082022,110.0,-1.0,35.0,-1.0
15000US060374082111,132.0,-1.0,33.0,-1.0
15000US060374082112,202.0,-1.0,66.0,-1.0
15000US060374082113,107.0,-1.0,49.0,-1.0
15000US060374082121,256.0,-1.0,72.0,-1.0
15000US060374082122,180.0,-1.0,57.0,-1.0
15000US060374083011,384.0,-1.0,92.0,-1.0
15000US060374083012,58.0,-1.0,14.0,-1.0
15000US060374083021,315.0,-1.0,92.0,-1.0
15000US060374083031,278.0,-1.0,94.0,-1.0
15000US060374084011,170.0,-1.0,62.0,-1.0
15000US060374084012,147.0,-1.0,44.0,-1.0
15000US060374084021,151.0,-1.0,42.0,-1.0
15000US060374084022,109.0,-1.0,43.0,-1.0
15000US060374084023,231.0,-1.0,92.0,-1.0
15000US060374085011,331.0,-1.0,108.0,-1.0
15000US060374085031,125.0,-1.0,39.0,-1.0
15000US060374085032,94.0,-1.0,34.0,-1.0
15000US060374085033,318.0,-1.0,112.0,-1.0
15000US060374085041,134.0,-1.0,37.0,-1.0
15000US060374085042,183.0,-1.0,78.0,-1.0
15000US060374085043,114.0,-1.0,31.0,-1.0
15000US060374085051,194.0,-1.0,64.0,-1.0
15000US060374085052,204.0,-1.0,66.0,-1.0
15000US060374086231,417.0,-1.0,146.0,-1.0
15000US060374086241,209.0,-1.0,69.0,-1.0
15000US060374086242,94.0,-1.0,33.0,-1.0
15000US060374086251,105.0,-1.0,33.0,-1.0
15000US060374086252,95.0,-1.0,31.0,-1.0
15000US060374086253,106.0,-1.0,45.0,-1.0
